,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.18,0.1711378990734433,0.14544993315831833,0.10553086671834208,0.05538593264122084,1.0954274549660185e-17,-0.05518049315749275,-0.10479028252507945,-0.14405597353850577,-0.1692306042085066,-0.17792245576734836,-0.1693007545923635,-0.14416915983350542,-0.10490288489918052,-0.055249505384802965,-3.2905397989984525e-17,0.05545263879047334,0.1056350119359078,0.14554678107010235,0.17118497656461723
1,0.17004574822144536,0.17995716473597018,0.17216222600781322,0.1474446155910207,0.1083110626855567,0.05869753429900698,0.0035358902115863594,-0.051759790489164084,-0.10182842525553018,-0.1418658940049577,-0.1680570602321723,-0.17790851433801258,-0.17046519194266124,-0.14640023672406632,-0.10797076821839763,-0.05883563663764182,-0.003738028253565187,0.05193231924179262,0.10266633418471188,0.1434034640871223
2,0.14122470272520432,0.1688596359494262,0.17983003899452188,0.17305810456788465,0.14925963296485767,0.11088069849219132,0.0618047524896944,0.006914064246530967,-0.04842116899423046,-0.09886645461121663,-0.13961199622446177,-0.16679311505266464,-0.17782038216934942,-0.17160542873384477,-0.14867090892098545,-0.11113265610840858,-0.06254271465262916,-0.007588480476495185,0.048339279021702736,0.09966770254326399
3,0.09670424812001568,0.13909664679965122,0.1676955847188868,0.17966388536637837,0.17385432627308245,0.1509361391073504,0.11331282351346654,0.06481871164986758,0.010274597042324127,-0.045015949496818086,-0.09577043225347931,-0.1371923579531027,-0.16537355826736677,-0.17762012403089666,-0.17269091338422338,-0.15093420752083483,-0.11430386951032685,-0.06623848459700477,-0.011393681184710208,0.044792509788062346
4,0.04142167110958789,0.09392542485108232,0.1371084197678894,0.16660368579942633,0.17949806386424727,0.17460202746641149,0.15255674426078641,0.11572785374198977,0.06788874466194016,0.013775464523490686,-0.041401031004584504,-0.09242988557086756,-0.1345346916210508,-0.1637555032050642,-0.17727278888521775,-0.1736660122743787,-0.15309283729724193,-0.11735881014539185,-0.06981935552568658,-0.015076891766636194
5,-0.018467237995327502,0.03832294951374737,0.091378733618252,0.13527920658656598,0.16558921636113688,0.17934955204996797,0.17534934844639477,0.15420749725654617,0.11824100826070473,0.07113884402983134,0.017525231059423052,-0.03750225091654777,-0.08881115904865658,-0.13163458851146748,-0.1619374497975296,-0.17675479389086765,-0.1744886287170629,-0.15511445547828911,-0.1202563973307664,-0.07315996659592858
6,-0.07620240085623746,-0.021552022734482187,0.03548822495307058,0.08901879834429827,0.13354986175621147,0.16460471329918816,0.17920217055043258,0.17611815541119089,0.15593964598168958,0.12091186723452954,0.07461157268541767,0.021530484942533432,-0.03335165678975151,-0.0849693478997556,-0.1285507380915744,-0.159980468370183,-0.176135374758067,-0.1751912913464625,-0.15691977368966367,-0.12286222674686645
7,-0.12522150135661353,-0.0789781673431337,-0.024412820742297142,0.03280330255620385,0.08671871326048405,0.1318045881781348,0.16356564310022137,0.17900939020457832,0.1768906446836594,0.15774235415477236,0.12371224279920602,0.07824701729801482,0.02570034012396997,-0.029065587541238558,-0.08104862759986434,-0.12544463950112886,-0.15799641265819198,-0.17540251379367522,-0.17570762549155008,-0.15852725464027737
8,-0.15997411401299577,-0.1274207989633874,-0.08161605072206195,-0.027207620895794198,0.030096584362060655,0.08431838271216277,0.12991379369569217,0.1623792707075605,0.17870572887803976,0.17760900788198283,0.15954680289647882,0.12655008370755566,0.08191769787622136,0.02985824989417891,-0.024852609198966355,-0.07720956524647032,-0.12235950355707681,-0.15598931744508132,-0.1746526801255636,-0.17615404627123213
9,-0.17656716825442853,-0.1613696139756999,-0.129585013596073,-0.08427846879156317,-0.030110288082774866,0.02720479904536091,0.08168366445507352,0.1277783274224775,0.16097508208093347,0.17823580866960623,0.1782146880270244,0.16126360001408113,0.12927693196057907,0.08543032171375631,0.03384815230512729,-0.020772112130434867,-0.07350016425961961,-0.11944562969642725,-0.15412126128347006,-0.1739262194502694
10,-0.1732665848590278,-0.17700071007802273,-0.16280434024580903,-0.13183428224522342,-0.0871001388666312,-0.03324580144122857,0.024030575536028623,0.0787544315509015,0.12537449992866767,0.15935022398119555,0.17758168557637838,0.17863453860896433,0.16277042294394925,0.13179485990191386,0.08875594413089714,0.037619350871885254,-0.0169894062735024,-0.07008763394967119,-0.11672704655717395,-0.15236002972517035
11,-0.15068734185863042,-0.17264908814271165,-0.17748482579655978,-0.1643323866192698,-0.13423871007225704,-0.09014298801609744,-0.03664475833655526,0.020589023238094126,0.07558535905814465,0.12276135881356429,0.1575238669404313,0.1767212654339227,0.17886300140798392,0.16410281771568713,0.13408675780010504,0.09175229112814884,0.04103505825813667,-0.013488761832459506,-0.06688018044417615,-0.11415725202303054
12,-0.11162851262280304,-0.14902155942893833,-0.17203688820175456,-0.17801461801066687,-0.1659611184771879,-0.13679380032518412,-0.09336234708398941,-0.040215792645009796,0.01699129299156489,0.07226845885204566,0.12000949318461834,0.1555859704376596,0.1757638619567787,0.17893295613448362,0.16516506948348975,0.13606652876702452,0.09448192469051317,0.04422913300194042,-0.010167311577378851,-0.0637889755701842
13,-0.060657648642471085,-0.10903547434571229,-0.14728724886923183,-0.17139274676898464,-0.17856007521113323,-0.16763788542973607,-0.13940898404710933,-0.0966429951146181,-0.043844072997054104,0.013357856567858498,0.06895934551573354,0.11728433577411834,0.15361175340606872,0.17466227638715137,0.17881157731262287,0.16605497522276658,0.13788016791556948,0.09705144551844891,0.04731306856392451,-0.006877489573012138
14,-0.003482168113059292,-0.05738901247659095,-0.10631050166947703,-0.14544944387703973,-0.17068327700382627,-0.1790685551468651,-0.16929510447484103,-0.14200882971436768,-0.09987851626780923,-0.04736329189798089,0.009871122089684575,0.06574959871495606,0.11457001449856305,0.15160914887413413,0.17352861410339998,0.17862046831944312,0.16683245417452472,0.13959527735846877,0.09959172082910958,0.05045146354322192
15,0.05372271020711871,8.135610306657381e-05,-0.05396159682318025,-0.10344956413723674,-0.14351565032217747,-0.16992218270789283,-0.17955010450111047,-0.17089875814188654,-0.14447765875452773,-0.10291931145047906,-0.050699742432837494,0.006520056141837358,0.06266656206669124,0.11197364453920339,0.1496480698044479,0.17234089457117674,0.1783357082574988,0.16755005998956585,0.14133009926463172,0.10221073611333656
16,0.10493977344211675,0.05712873790434017,0.0037838697053239542,-0.050431719021835686,-0.1005437235316122,-0.14159217539040725,-0.16917342918701894,-0.17997907086922638,-0.17237407548401473,-0.14679127975529135,-0.10579607637902462,-0.05382858004332129,0.003394839602662056,0.059723945375961734,0.10938528761508853,0.14760181285333857,0.17104297536277877,0.1779860591250947,0.16825095852431585,0.14309935628814272
17,0.14489359619187955,0.10773002302654272,0.060594366746050156,0.007491615910516461,-0.046965860219021244,-0.0977343464943197,-0.1397422632988406,-0.1684503896832421,-0.18039632211464746,-0.1737844168925379,-0.14894169729813944,-0.10844043362345261,-0.056774495406312984,0.00032773861042682123,0.056722208285959946,0.1066583366248835,0.14540095046614834,0.16960057239432796,0.17750989879722348,0.16891014214158098
18,0.16948570585478104,0.14665295994286237,0.11046007518276724,0.06394990559374804,0.011042219051641045,-0.04367034464412442,-0.09509787523105934,-0.13806257603567523,-0.16784491283367498,-0.18081059878357444,-0.17508153537010496,-0.15096599994947096,-0.11102331375238714,-0.059746461876254306,-0.0028585363829021077,0.053532785091523205,0.10369532298857084,0.14292696306795594,0.1679290213796831,0.1768951767326514
19,0.17611346388316604,0.1699250620562025,0.1482589068773023,0.11301394077669387,0.06710700480313639,0.014350610414783607,-0.04066104648505839,-0.09273462508338992,-0.13656542389771925,-0.16731919870749926,-0.18125041513368123,-0.17638784498162807,-0.15301002131113142,-0.11367636008545119,-0.06286133824408804,-0.0062774387742167564,0.05001538039339462,0.1003831871817975,0.14016406411447077,0.16603027241983168
20,0.1639268599684384,0.1751473591742545,0.17020138768432236,0.14969468177053402,0.11535321679607213,0.06997510061572777,0.017338396956624178,-0.03793387122916142,-0.09060263238317956,-0.13525952554317608,-0.16692181094091346,-0.18174907725528505,-0.1777286674296533,-0.155112612920131,-0.11646686465631093,-0.06623635677174346,-0.010030092387891945,0.04616725891962087,0.09677126137546516,0.1371418436664478
21,0.13395001372819246,0.1616901383944645,0.17408206415120958,0.17034892391179018,0.1509317480572595,0.11744553313612789,0.07258799058602407,0.02006451958296288,-0.03547350131395147,-0.08868269901463136,-0.1340622428101445,-0.16655245046495148,-0.18223745505798086,-0.17908349976476934,-0.15732748531595328,-0.1194540047592998,-0.06983923893687777,-0.01402875489390392,0.04207442680894108,0.09294304235271622
22,0.08906089418208155,0.13074626509197973,0.15943598613344734,0.17295542116582058,0.17038827083155006,0.1520364582472588,0.11936432785845512,0.07497991525782537,0.022591748513287026,-0.033120428552356446,-0.08677960803591761,-0.1328136435521065,-0.16610499184638564,-0.18269210346536313,-0.18045782762938653,-0.15958387685389525,-0.12252040240105197,-0.07356129072002521,-0.018154232568468476,0.03788514989617667
23,0.03379243653926925,0.08528507055559931,0.1276135395616878,0.1572315663569589,0.17184901992361357,0.17039262832570873,0.15304631971108967,0.12118254554724307,0.07732763321483108,0.025144697478587753,-0.03067687959276992,-0.08474232766197015,-0.1314363908755836,-0.16554127657306994,-0.18302060045802956,-0.18172566246051647,-0.1617857753251085,-0.12556384563322934,-0.07724843729217074,-0.022212499409308674
